Category,Name,Balance,Title,Info,Slug,Price,Status,Premium,PDF
Cards,Landesbank Baden-Wurttemberg,46392.53,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w276,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,38626.9,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w277,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,84213.73,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w278,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,28262.39,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w279,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,88373.98,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w280,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,49668.21,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w281,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,42009.45,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w282,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,68719.4,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w283,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,55784.77,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w284,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,78651.03,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w285,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,57149.93,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w286,460,TRUE,FALSE,static/cat.csv
Wells Fargo,Landesbank Baden-Wurttemberg,78463.5,CHECKING ACCOUNT & SAVINGS ACCOUNT,(Online access)+(Account/Routine Number)+(Name And Address)+(Email access)+(Personal Questions),w287,460,TRUE,FALSE,static/cat.csv
